"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"5217","New York, NY","Atlanta, GA","Blue",50,"Male",1,2004,37,-0.7619,"Business travel",0,0,25,"Eco",7,"1/7/14","DL","Sigma Airlines Inc.","Georgia","New York",11,11,1,"No",95,762,9,-84.3319,33.8241,-73.9702,40.7184,NA
"5218","Denver, CO","Spokane, WA","Gold",28,"Male",3,2008,17,-0.3077,"Business travel",0,20,90,"Eco",10,"2/10/14","WN","Cheapseats Airlines Inc.","Washington","Colorado",6,0,0,"No",109,836,10,-117.3523,47.6804,-104.9551,39.7108,NA
"5219","San Jose, CA","Los Angeles, CA","Blue",30,"Female",1,2003,35,-0.6667,"Business travel",1,10,80,"Eco",21,"2/21/14","WN","Cheapseats Airlines Inc.","California","California",9,19,24,"No",51,308,10,-118.1043,33.9827,-121.9451,37.3298,NA
"5220","Milwaukee, WI","Washington, DC","Blue",72,"Female",1,2006,15,-0.3636,"Personal Travel",0,0,20,"Eco Plus",18,"1/18/14","FL","FlyHere Airways","Virginia","Wisconsin",16,0,0,"No",100,634,7,-77.1897,38.8974,-88.1005,43.0557,NA
"5221","Baltimore, MD","Pittsburgh, PA","Silver",70,"Female",1,2009,11,-0.4667,"Personal Travel",0,45,255,"Eco Plus",16,"1/16/14","WN","Cheapseats Airlines Inc.","Pennsylvania","Maryland",6,0,0,"No",42,210,8,-79.951,40.457,-76.6478,39.2341,NA
"5222","Sacramento, CA","Denver, CO","Silver",27,"Female",1,2004,40,-0.6,"Mileage tickets",0,0,30,"Eco",24,"3/24/14","OU","Oursin Airlines Inc.","Colorado","California",11,0,0,"No",126,909,9,-104.9551,39.7108,-121.3247,38.6386,NA
"5223","Los Angeles, CA","Oklahoma City, OK","Gold",54,"Male",2,2009,4,0.4286,"Business travel",0,0,210,"Eco",26,"2/26/14","MQ","EnjoyFlying Air Services","Oklahoma","California",14,0,0,"No",156,1187,8,-97.5243,35.5048,-118.1043,33.9827,NA
"5224","Tampa, FL","Akron, OH","Blue",43,"Female",0,2009,9,-0.2,"Business travel",2,90,45,"Eco Plus",4,"2/4/14","FL","FlyHere Airways","Ohio","Florida",15,0,0,"No",125,894,9,-81.4919,41.0662,-82.5132,28.0062,NA
"5225","Atlanta, GA","Mobile, AL","Gold",80,"Female",1,2009,7,0,"Personal Travel",0,1,120,"Eco Plus",9,"2/9/14","EV","FlyFast Airways Inc.","Alabama","Georgia",17,0,0,"No",51,302,4,-88.1635,30.6674,-84.3319,33.8241,NA
"5226","Chicago, IL","Aspen, CO","Blue",59,"Male",1,2009,22,-0.5714,"Business travel",0,0,80,"Eco",25,"1/25/14","OO","Northwest Business Airlines Inc.","Colorado","Illinois",13,30,19,"No",132,1013,8,-106.8403,39.1993,-87.8954,41.8271,NA
"5227","El Paso, TX","Los Angeles, CA","Blue",53,"Male",0,2004,0,1,"Business travel",2,0,110,"Eco",25,"3/25/14","WN","Cheapseats Airlines Inc.","California","Texas",21,0,0,"No",87,715,10,-118.1043,33.9827,-106.389,31.7802,NA
"5228","Dallas, TX","Atlanta, GA","Silver",72,"Male",1,2004,33,-0.65,"Personal Travel",0,60,120,"Eco",21,"3/21/14","EV","FlyFast Airways Inc.","Georgia","Texas",8,0,0,"No",121,721,7,-84.3319,33.8241,-96.972,32.8127,NA
"5229","Denver, CO","Missoula, MT","Platinum",60,"Male",1,2011,42,-0.68,"Mileage tickets",0,0,60,"Business",9,"1/9/14","OO","Northwest Business Airlines Inc.","Montana","Colorado",7,0,0,"No",99,679,10,-114.0342,46.874,-104.9551,39.7108,NA
"5230","Providence, RI","Charlotte, NC","Blue",61,"Female",1,2009,19,-0.6522,"Business travel",0,17,96,"Eco",2,"2/2/14","US","Southeast Airlines Co.","North Carolina","Rhode Island",22,0,0,"No",82,683,10,-80.8158,35.2497,-71.3974,41.7763,NA
"5231","Los Angeles, CA","Tucson, AZ","Blue",37,"Male",1,2004,4,0.6,"Business travel",2,60,30,"Eco",11,"3/11/14","WN","Cheapseats Airlines Inc.","Arizona","California",11,9,17,"No",80,451,9,-110.9461,32.2549,-118.1043,33.9827,NA
"5232","Spokane, WA","Salt Lake City, UT","Blue",43,"Male",3,2006,8,0,"Business travel",0,0,35,"Eco",22,"2/22/14","OO","Northwest Business Airlines Inc.","Utah","Washington",15,4,7,"No",87,546,6,-111.9295,40.6408,-117.3523,47.6804,NA
"5233","Phoenix, AZ","Seattle, WA","Blue",23,"Female",1,2005,25,-0.4286,"Personal Travel",2,373,60,"Eco",1,"2/1/14","AS","FlyToSun Airlines Inc.","Washington","Arizona",18,0,0,"No",146,1107,8,-122.2747,47.4684,-111.97,33.4941,NA
"5234","Los Angeles, CA","Las Vegas, NV","Blue",18,"Male",1,2004,33,-0.65,"Personal Travel",1,75,85,"Eco",4,"2/4/14","WN","Cheapseats Airlines Inc.","Nevada","California",18,24,24,"No",45,236,4,-115.1672,36.1349,-118.1043,33.9827,NA
"5235","San Juan, PR","Boston, MA","Gold",53,"Female",1,2011,8,-0.7778,"Mileage tickets",0,0,30,"Eco",2,"2/2/14","B6","OnlyJets Airlines Inc.","Massachusetts","Puerto Rico",14,10,27,"No",207,1674,6,-71.1407,42.3731,-66.1162,18.2882,NA
"5236","Minneapolis, MN","Denver, CO","Blue",28,"Male",2,2005,14,0,"Mileage tickets",2,0,60,"Eco",17,"3/17/14","DL","Sigma Airlines Inc.","Colorado","Minnesota",6,0,17,"No",114,680,9,-104.9551,39.7108,-93.2798,44.9782,NA
"5237","Houston, TX","Seattle, WA","Silver",56,"Female",1,2003,12,-0.2,"Personal Travel",0,0,113,"Eco",12,"2/12/14","AS","FlyToSun Airlines Inc.","Washington","Texas",10,0,0,"No",205,1874,10,-122.2747,47.4684,-95.3935,29.7843,NA
"5238","Minneapolis, MN","Denver, CO","Silver",46,"Male",1,2003,18,0.027,"Business travel",3,60,60,"Eco",11,"1/11/14","DL","Sigma Airlines Inc.","Colorado","Minnesota",7,0,2,"No",105,680,10,-104.9551,39.7108,-93.2798,44.9782,NA
"5239","Boston, MA","Chicago, IL","Gold",24,"Female",3,2009,22,-0.4194,"Business travel",0,0,10,"Eco",21,"2/21/14","AA","Paul Smith Airlines Inc.","Illinois","Massachusetts",19,0,0,"No",104,867,8,-87.8954,41.8271,-71.1407,42.3731,NA
"5240","Minneapolis, MN","Portland, OR","Platinum",39,"Male",1,2006,2,0.6364,"Business travel",3,60,120,"Eco",16,"3/16/14","DL","Sigma Airlines Inc.","Oregon","Minnesota",12,0,0,"No",158,1426,10,-122.6511,45.5204,-93.2798,44.9782,NA
"5241","Boston, MA","San Francisco, CA","Silver",29,"Female",1,2007,25,0.0566,"Business travel",1,120,60,"Eco",14,"2/14/14","B6","OnlyJets Airlines Inc.","California","Massachusetts",10,0,0,"No",302,2704,10,-122.1585,37.6712,-71.1407,42.3731,NA
"5242","Phoenix, AZ","Los Angeles, CA","Silver",26,"Female",1,2004,19,0.24,"Business travel",1,0,60,"Eco",15,"1/15/14","OO","Northwest Business Airlines Inc.","California","Arizona",8,0,0,"No",59,370,9,-118.1043,33.9827,-111.97,33.4941,NA
"5243","Milwaukee, WI","Phoenix, AZ","Blue",59,"Female",1,2009,32,-0.8824,"Business travel",0,0,55,"Eco",27,"1/27/14","US","Southeast Airlines Co.","Arizona","Wisconsin",11,0,0,"No",169,1460,10,-111.97,33.4941,-88.1005,43.0557,NA
"5244","Tulsa, OK","Denver, CO","Blue",34,"Male",1,2006,20,-0.6,"Business travel",1,0,0,"Eco",17,"2/17/14","OO","Northwest Business Airlines Inc.","Colorado","Oklahoma",9,0,0,"No",71,541,9,-104.9551,39.7108,-95.9013,36.1054,NA
"5245","Orlando, FL","New York, NY","Blue",34,"Male",2,2008,26,-0.0612,"Business travel",2,0,105,"Eco",6,"2/6/14","DL","Sigma Airlines Inc.","New York","Florida",19,0,0,"No",150,950,2,-73.9702,40.7184,-81.4112,28.5844,NA
"5246","San Diego, CA","Denver, CO","Silver",39,"Female",2,2011,32,-0.561,"Business travel",1,0,90,"Eco",18,"3/18/14","OO","Northwest Business Airlines Inc.","Colorado","California",8,0,48,"No",122,853,10,-104.9551,39.7108,-117.1288,32.9287,NA
"5247","Denver, CO","Houston, TX","Silver",41,"Female",1,2007,41,-0.64,"Business travel",2,125,0,"Eco",6,"2/6/14","WN","Cheapseats Airlines Inc.","Texas","Colorado",21,58,41,"No",121,883,6,-95.3935,29.7843,-104.9551,39.7108,NA
"5248","Sacramento, CA","Phoenix, AZ","Blue",57,"Female",1,2003,17,-0.8889,"Business travel",0,0,90,"Eco Plus",17,"1/17/14","US","Southeast Airlines Co.","Arizona","California",21,0,0,"No",99,647,8,-111.97,33.4941,-121.3247,38.6386,NA
"5249","Portland, OR","Kahului, HI","Blue",47,"Female",1,2012,14,-0.2727,"Business travel",1,135,45,"Business",17,"2/17/14","AS","FlyToSun Airlines Inc.","Hawaii","Oregon",12,0,0,"No",272,2562,9,-156.4779,20.8864,-122.6511,45.5204,NA
"5250","Denver, CO","Gunnison, CO","Silver",37,"Female",1,2012,7,0.7308,"Business travel",2,25,90,"Business",12,"1/12/14","OO","Northwest Business Airlines Inc.","Colorado","Colorado",12,28,24,"No",33,152,8,-106.9355,38.5433,-104.9551,39.7108,NA
"5251","San Diego, CA","Tucson, AZ","Blue",32,"Female",1,2006,44,-0.6604,"Business travel",0,0,3,"Eco",4,"2/4/14","WN","Cheapseats Airlines Inc.","Arizona","California",19,0,2,"No",64,368,8,-110.9461,32.2549,-117.1288,32.9287,NA
"5252","Jacksonville, FL","Atlanta, GA","Silver",45,"Female",1,2004,8,-0.0667,"Business travel",4,0,30,"Eco",23,"2/23/14","DL","Sigma Airlines Inc.","Georgia","Florida",8,0,0,"No",43,270,9,-84.3319,33.8241,-81.6427,30.2401,NA
"5253","Seattle, WA","San Jose, CA","Platinum",78,"Male",2,2012,25,-0.7241,"Personal Travel",0,50,55,"Eco",25,"3/25/14","WN","Cheapseats Airlines Inc.","California","Washington",8,29,13,"No",90,697,2,-121.9451,37.3298,-122.2747,47.4684,NA
"5254","St. Louis, MO","Chicago, IL","Blue",65,"Male",2,2004,44,-0.6923,"Personal Travel",0,17,81,"Eco",1,"2/1/14","MQ","EnjoyFlying Air Services","Illinois","Missouri",14,55,149,"No",53,258,5,-87.8954,41.8271,-90.3409,38.6307,NA
"5255","Los Angeles, CA","Albuquerque, NM","Blue",46,"Male",2,2003,37,-0.9474,"Business travel",1,0,35,"Eco",27,"3/27/14","OO","Northwest Business Airlines Inc.","New Mexico","California",16,0,0,"No",103,677,8,-106.6281,35.1434,-118.1043,33.9827,NA
"5256","San Jose, CA","Chicago, IL","Silver",39,"Female",1,2009,4,0.5556,"Business travel",2,70,90,"Eco",18,"1/18/14","AA","Paul Smith Airlines Inc.","Illinois","California",11,0,0,"No",232,1829,10,-87.8954,41.8271,-121.9451,37.3298,NA
"5257","Detroit, MI","Hartford, CT","Gold",45,"Male",4,2004,0,1,"Personal Travel",0,0,17,"Eco",14,"2/14/14","DL","Sigma Airlines Inc.","Connecticut","Michigan",17,2,0,"No",89,549,6,-72.6988,41.7401,-83.2276,42.49,NA
"5258","Atlanta, GA","Springfield, MO","Blue",25,"Female",1,2008,12,0.4419,"Personal Travel",2,15,45,"Eco",18,"3/18/14","EV","FlyFast Airways Inc.","Missouri","Georgia",6,0,0,"No",75,563,6,-93.2871,37.1489,-84.3319,33.8241,NA
"5259","Atlanta, GA","Detroit, MI","Silver",62,"Female",2,2010,8,-0.3333,"Business travel",0,218,45,"Eco",27,"1/27/14","DL","Sigma Airlines Inc.","Michigan","Georgia",16,0,5,"No",90,594,9,-83.2276,42.49,-84.3319,33.8241,NA
"5260","New Orleans, LA","Las Vegas, NV","Blue",48,"Male",1,2011,21,-0.9091,"Business travel",0,165,45,"Eco",8,"3/8/14","WN","Cheapseats Airlines Inc.","Nevada","Louisiana",19,0,0,"No",185,1500,9,-115.1672,36.1349,-90.1437,29.9547,NA
"5261","Chicago, IL","Kansas City, MO","Blue",34,"Male",1,2006,29,-0.9333,"Business travel",2,0,50,"Eco",24,"3/24/14","WN","Cheapseats Airlines Inc.","Missouri","Illinois",21,8,0,"No",56,405,9,-94.5949,39.0398,-87.8954,41.8271,NA
"5262","Chicago, IL","Des Moines, IA","Platinum",42,"Female",2,2007,3,0.8571,"Business travel",1,0,90,"Eco",26,"2/26/14","OO","Northwest Business Airlines Inc.","Iowa","Illinois",5,0,0,"No",49,299,10,-93.6561,41.6194,-87.8954,41.8271,NA
"5263","Shreveport, LA","Atlanta, GA","Blue",18,"Male",2,2007,41,-0.7083,"Business travel",0,0,35,"Eco",13,"3/13/14","EV","FlyFast Airways Inc.","Georgia","Louisiana",15,1,0,"No",88,551,7,-84.3319,33.8241,-93.7562,32.4873,NA
"5264","Akron, OH","Atlanta, GA","Blue",73,"Female",2,2012,38,-0.8095,"Personal Travel",0,0,20,"Eco",26,"2/26/14","FL","FlyHere Airways","Georgia","Ohio",10,0,0,"No",74,528,6,-84.3319,33.8241,-81.4919,41.0662,NA
"5265","Anchorage, AK","Salt Lake City, UT","Silver",23,"Female",2,2010,52,-0.8246,"Business travel",2,0,60,"Eco",23,"3/23/14","DL","Sigma Airlines Inc.","Utah","Alaska",20,8,16,"No",284,2125,7,-111.9295,40.6408,-149.8472,61.1679,NA
"5266","Savannah, GA","Atlanta, GA","Blue",15,"Female",1,2004,1,0.3333,"Personal Travel",2,0,110,"Eco Plus",27,"3/27/14","DL","Sigma Airlines Inc.","Georgia","Georgia",13,0,4,"No",37,214,8,-84.3319,33.8241,-81.1517,32.0449,NA
"5267","Miami, FL","Atlanta, GA","Gold",41,"Female",1,2011,7,0.4167,"Business travel",2,90,40,"Eco",27,"2/27/14","DL","Sigma Airlines Inc.","Georgia","Florida",19,1,14,"No",88,594,10,-84.3319,33.8241,-80.2314,26.1756,NA
"5268","Chicago, IL","Hartford, CT","Silver",55,"Female",2,2004,27,-0.6364,"Personal Travel",0,0,40,"Eco",28,"3/28/14","MQ","EnjoyFlying Air Services","Connecticut","Illinois",10,16,18,"No",132,783,7,-72.6988,41.7401,-87.8954,41.8271,NA
"5269","Rochester, NY","New York, NY","Silver",43,"Female",1,2009,4,0.6667,"Personal Travel",3,90,10,"Eco",5,"1/5/14","B6","OnlyJets Airlines Inc.","New York","New York",22,NA,NA,"Yes",NA,264,8,-73.9702,40.7184,-77.5682,43.1376,NA
"5270","Atlanta, GA","Seattle, WA","Blue",19,"Male",2,2007,31,-0.6757,"Business travel",0,0,90,"Eco",12,"3/12/14","DL","Sigma Airlines Inc.","Washington","Georgia",10,2,3,"No",245,2182,10,-122.2747,47.4684,-84.3319,33.8241,NA
"5271","Baltimore, MD","Albany, NY","Silver",30,"Male",1,2006,15,0.0909,"Business travel",1,90,240,"Eco",12,"1/12/14","WN","Cheapseats Airlines Inc.","New York","Maryland",15,17,6,"No",57,289,9,-73.7994,42.7439,-76.6478,39.2341,NA
"5272","Knoxville, TN","Atlanta, GA","Blue",30,"Male",1,2008,13,-0.7333,"Business travel",0,5,15,"Eco",10,"2/10/14","EV","FlyFast Airways Inc.","Georgia","Tennessee",15,0,0,"No",28,152,8,-84.3319,33.8241,-84.0244,35.9168,NA
"5273","Charlotte, NC","Albany, NY","Silver",43,"Male",2,2004,30,-0.875,"Business travel",0,0,30,"Eco",7,"1/7/14","US","Southeast Airlines Co.","New York","North Carolina",8,6,12,"No",118,646,10,-73.7994,42.7439,-80.8158,35.2497,NA
"5274","Sioux Falls, SD","Chicago, IL","Blue",16,"Male",2,2012,7,0.1765,"Personal Travel",3,0,70,"Eco",22,"2/22/14","OO","Northwest Business Airlines Inc.","Illinois","South Dakota",9,20,27,"No",82,462,5,-87.8954,41.8271,-96.7356,43.5335,NA
"5275","San Francisco, CA","Portland, OR","Gold",42,"Female",1,2004,8,0.2381,"Business travel",2,0,140,"Eco Plus",1,"2/1/14","OU","Oursin Airlines Inc.","Oregon","California",15,0,0,"No",78,550,9,-122.6511,45.5204,-122.1585,37.6712,NA
"5276","Baltimore, MD","Pittsburgh, PA","Blue",30,"Female",1,2009,29,-0.6571,"Business travel",3,60,5,"Business",16,"2/16/14","WN","Cheapseats Airlines Inc.","Pennsylvania","Maryland",12,0,6,"No",41,210,8,-79.951,40.457,-76.6478,39.2341,NA
"5277","New York, NY","Los Angeles, CA","Blue",37,"Female",1,2003,27,-0.35,"Personal Travel",2,20,35,"Eco",19,"3/19/14","VX","Cool&Young Airlines Inc.","California","New York",15,10,36,"No",317,2475,4,-118.1043,33.9827,-73.9702,40.7184,NA
"5278","Albuquerque, NM","Dallas, TX","Blue",80,"Female",1,2008,52,-0.8246,"Personal Travel",0,60,20,"Eco",3,"1/3/14","WN","Cheapseats Airlines Inc.","Texas","New Mexico",6,7,1,"No",91,580,4,-96.972,32.8127,-106.6281,35.1434,NA
"5279","San Francisco, CA","Phoenix, AZ","Blue",56,"Female",1,2008,30,-0.7647,"Business travel",0,0,57,"Eco Plus",21,"1/21/14","US","Southeast Airlines Co.","Arizona","California",18,NA,NA,"Yes",NA,651,9,-111.97,33.4941,-122.1585,37.6712,NA
"5280","Orlando, FL","Manchester, NH","Platinum",63,"Female",2,2011,47,-0.8431,"Personal Travel",0,0,50,"Eco",2,"3/2/14","WN","Cheapseats Airlines Inc.","New Hampshire","Florida",7,0,0,"No",177,1142,4,-71.4797,42.991,-81.4112,28.5844,NA
"5281","Buffalo, NY","Baltimore, MD","Gold",60,"Male",0,2010,7,0.0667,"Business travel",0,0,180,"Eco",3,"3/3/14","WN","Cheapseats Airlines Inc.","Maryland","New York",21,0,0,"No",50,281,9,-76.6478,39.2341,-78.8237,42.9249,NA
"5282","Houston, TX","Seattle, WA","Blue",17,"Female",2,2004,51,-0.7,"Mileage tickets",3,0,15,"Business",27,"2/27/14","OU","Oursin Airlines Inc.","Washington","Texas",14,0,0,"No",208,1874,8,-122.2747,47.4684,-95.3935,29.7843,NA
"5283","Kansas City, MO","Chicago, IL","Platinum",37,"Female",1,2004,3,0.8182,"Business travel",3,10,65,"Eco",12,"2/12/14","MQ","EnjoyFlying Air Services","Illinois","Missouri",7,0,0,"No",67,403,4,-87.8954,41.8271,-94.5949,39.0398,NA
"5284","Phoenix, AZ","Atlanta, GA","Blue",62,"Female",1,2004,5,0.2857,"Business travel",0,0,75,"Eco",25,"2/25/14","WN","Cheapseats Airlines Inc.","Georgia","Arizona",16,44,50,"No",257,1587,8,-84.3319,33.8241,-111.97,33.4941,NA
"5285","Indianapolis, IN","Chicago, IL","Blue",46,"Male",1,2007,2,0.5,"Business travel",2,120,35,"Business",3,"3/3/14","EV","FlyFast Airways Inc.","Illinois","Indiana",12,1,6,"No",31,177,9,-87.8954,41.8271,-86.1455,39.8113,NA
"5286","Milwaukee, WI","Atlanta, GA","Silver",67,"Female",3,2010,18,-0.3333,"Mileage tickets",0,60,78,"Business",6,"3/6/14","DL","Sigma Airlines Inc.","Georgia","Wisconsin",19,102,85,"No",95,669,10,-84.3319,33.8241,-88.1005,43.0557,NA
"5287","Houston, TX","Gunnison, CO","Gold",57,"Female",1,2004,15,-0.25,"Business travel",0,0,75,"Eco",8,"3/8/14","OU","Oursin Airlines Inc.","Colorado","Texas",14,0,0,"No",115,886,10,-106.9355,38.5433,-95.3935,29.7843,NA
"5288","Indianapolis, IN","Orlando, FL","Blue",15,"Male",1,2011,25,-0.4706,"Personal Travel",5,0,30,"Eco",15,"2/15/14","FL","FlyHere Airways","Florida","Indiana",13,5,11,"No",137,829,3,-81.4112,28.5844,-86.1455,39.8113,NA
"5289","Las Vegas, NV","Atlanta, GA","Blue",61,"Female",3,2005,26,-0.5758,"Personal Travel",2,0,30,"Eco",25,"1/25/14","DL","Sigma Airlines Inc.","Georgia","Nevada",11,0,0,"No",241,1747,7,-84.3319,33.8241,-115.1672,36.1349,NA
"5290","Key West, FL","Miami, FL","Blue",53,"Female",1,2004,18,-0.8947,"Business travel",0,0,60,"Eco Plus",23,"2/23/14","MQ","EnjoyFlying Air Services","Florida","Florida",7,0,0,"No",30,125,10,-80.2314,26.1756,-81.7515,24.5696,NA
"5291","San Francisco, CA","Los Angeles, CA","Blue",50,"Female",2,2005,46,-0.9167,"Business travel",1,13,60,"Eco",8,"2/8/14","WN","Cheapseats Airlines Inc.","California","California",17,39,46,"No",68,337,9,-118.1043,33.9827,-122.1585,37.6712,NA
"5292","Phoenix, AZ","Philadelphia, PA","Blue",69,"Male",2,2004,19,-0.8095,"Business travel",0,0,75,"Eco",25,"2/25/14","US","Southeast Airlines Co.","Pennsylvania","Arizona",6,0,0,"No",310,2075,7,-75.2984,39.9733,-111.97,33.4941,NA
"5293","Phoenix, AZ","Boston, MA","Blue",74,"Female",2,2005,26,-0.6774,"Personal Travel",0,0,60,"Eco Plus",19,"2/19/14","US","Southeast Airlines Co.","Massachusetts","Arizona",16,17,66,"No",345,2300,4,-71.1407,42.3731,-111.97,33.4941,NA
"5294","Atlanta, GA","Orlando, FL","Silver",51,"Male",1,2011,36,-0.7143,"Business travel",0,45,65,"Eco",1,"2/1/14","DL","Sigma Airlines Inc.","Florida","Georgia",9,0,0,"No",64,404,10,-81.4112,28.5844,-84.3319,33.8241,NA
"5295","Houston, TX","Dallas, TX","Blue",80,"Female",1,2005,24,-0.4118,"Personal Travel",0,0,165,"Eco Plus",10,"1/10/14","WN","Cheapseats Airlines Inc.","Texas","Texas",7,1,1,"No",46,239,5,-96.972,32.8127,-95.3935,29.7843,NA
"5296","Phoenix, AZ","Albuquerque, NM","Blue",69,"Male",1,2010,13,-0.8571,"Personal Travel",0,0,125,"Eco",4,"3/4/14","WN","Cheapseats Airlines Inc.","New Mexico","Arizona",11,0,0,"No",59,328,8,-106.6281,35.1434,-111.97,33.4941,NA
"5297","Charlotte, NC","Houston, TX","Blue",77,"Female",1,2012,32,-0.641,"Personal Travel",0,0,70,"Eco",4,"2/4/14","EV","FlyFast Airways Inc.","Texas","North Carolina",18,0,0,"No",113,912,4,-95.3935,29.7843,-80.8158,35.2497,NA
"5298","Houston, TX","Lafayette, LA","Blue",30,"Female",1,2011,21,-0.6154,"Business travel",1,0,30,"Eco",13,"1/13/14","EV","FlyFast Airways Inc.","Louisiana","Texas",10,45,40,"No",40,201,7,-92.0133,30.1654,-95.3935,29.7843,NA
"5299","Los Angeles, CA","San Luis Obispo, CA","Blue",57,"Female",0,2006,36,-0.6744,"Personal Travel",0,55,75,"Eco Plus",14,"2/14/14","OO","Northwest Business Airlines Inc.","California","California",8,26,19,"No",40,156,4,-120.6655,35.2792,-118.1043,33.9827,NA
"5300","Charlotte, NC","Phoenix, AZ","Silver",40,"Male",2,2011,20,-0.9048,"Business travel",1,210,70,"Eco",28,"3/28/14","US","Southeast Airlines Co.","Arizona","North Carolina",23,0,0,"No",197,1773,10,-111.97,33.4941,-80.8158,35.2497,NA
"5301","Miami, FL","Charlotte, NC","Silver",75,"Female",2,2006,0,1,"Personal Travel",0,0,335,"Eco",6,"3/6/14","US","Southeast Airlines Co.","North Carolina","Florida",11,2,29,"No",113,650,6,-80.8158,35.2497,-80.2314,26.1756,NA
"5302","Boston, MA","Seattle, WA","Blue",45,"Female",1,2004,16,-0.6,"Personal Travel",0,0,10,"Eco Plus",26,"3/26/14","B6","OnlyJets Airlines Inc.","Washington","Massachusetts",14,0,0,"No",281,2496,3,-122.2747,47.4684,-71.1407,42.3731,NA
"5303","Los Angeles, CA","Kahului, HI","Blue",39,"Female",2,2006,10,0.4118,"Business travel",3,40,15,"Eco",22,"2/22/14","AA","Paul Smith Airlines Inc.","Hawaii","California",14,0,0,"No",290,2486,8,-156.4779,20.8864,-118.1043,33.9827,NA
"5304","Los Angeles, CA","Chicago, IL","Blue",32,"Female",1,2012,3,0.4,"Business travel",3,0,80,"Eco",27,"2/27/14","VX","Cool&Young Airlines Inc.","Illinois","California",8,0,3,"No",248,1744,9,-87.8954,41.8271,-118.1043,33.9827,NA
"5305","Atlanta, GA","Detroit, MI","Blue",30,"Female",2,2003,20,-0.3793,"Personal Travel",2,30,70,"Eco",6,"2/6/14","DL","Sigma Airlines Inc.","Michigan","Georgia",7,0,0,"No",101,594,8,-83.2276,42.49,-84.3319,33.8241,NA
"5306","Houston, TX","San Antonio, TX","Blue",73,"Male",1,2006,18,-0.2857,"Business travel",0,0,30,"Eco",19,"3/19/14","EV","FlyFast Airways Inc.","Texas","Texas",11,0,0,"No",37,191,5,-98.4754,29.5144,-95.3935,29.7843,NA
"5307","Washington, DC","Chicago, IL","Silver",44,"Male",1,2010,2,0.5,"Business travel",2,10,75,"Eco",27,"2/27/14","OU","Oursin Airlines Inc.","Illinois","Virginia",16,0,0,"No",78,589,10,-87.8954,41.8271,-77.1897,38.8974,NA
"5308","Wichita, KS","Atlanta, GA","Silver",64,"Male",1,2008,13,-0.625,"Personal Travel",0,0,90,"Eco",25,"1/25/14","DL","Sigma Airlines Inc.","Georgia","Kansas",19,1,0,"No",120,782,10,-84.3319,33.8241,-97.3273,37.6797,NA
"5309","Seattle, WA","Juneau, AK","Blue",17,"Male",2,2011,4,0.3846,"Mileage tickets",1,0,20,"Eco",1,"1/1/14","AS","FlyToSun Airlines Inc.","Alaska","Washington",20,0,0,"No",120,909,6,-134.5828,58.3523,-122.2747,47.4684,NA
"5310","San Jose, CA","Seattle, WA","Gold",46,"Male",1,2008,5,0.5,"Business travel",2,25,35,"Eco",9,"2/9/14","WN","Cheapseats Airlines Inc.","Washington","California",7,9,7,"No",110,697,4,-122.2747,47.4684,-121.9451,37.3298,NA
"5311","Bozeman, MT","Salt Lake City, UT","Silver",48,"Female",1,2003,14,0.125,"Business travel",1,0,58,"Eco",12,"1/12/14","OO","Northwest Business Airlines Inc.","Utah","Montana",14,0,0,"No",62,347,9,-111.9295,40.6408,-111.0576,45.6839,NA
